pair_type,model,domain,task_id,task_cluster,task_family,repeat_a,repeat_b,both_success,same_reward,same_final_state,first_divergence_index,normalized_first_divergence,first_divergent_tool_a,first_divergent_tool_b,first_divergent_argument_a,first_divergent_argument_b,first_divergent_stage_a,first_divergent_stage_b,stage_pair,before_first_write,before_confirmation,after_write,timing_bucket,reconverged,reconvergence_location,divergence_persistence,downstream_differing_actions
C2_C1,gemma4_31b,retail,25,retail:25,read,1,1,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,25,retail:25,read,2,2,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,25,retail:25,read,3,3,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. However, she is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) nor is it on her profile. Since our policy only allows refunds to the original payment method or a gift card, the user has requested a human agent to resolve this.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C2_C1,gemma4_31b,retail,25,retail:25,read,4,4,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. She is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) and is not on her profile. Since this is against policy, she has requested a human agent.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,0,1,True,True,True,6.0,0.8571428571428571,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. However, she is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) and is not on her profile. Since our policy only allows refunds to the original payment method or a gift card, the user has requested a human agent.""}",<END>,communication_only,<END>,communication_only -> <END>,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,0,2,True,True,True,6.0,0.8571428571428571,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. However, she is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) and is not on her profile. Since our policy only allows refunds to the original payment method or a gift card, the user has requested a human agent.""}",<END>,communication_only,<END>,communication_only -> <END>,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,0,3,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,25,retail:25,read,0,4,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,25,retail:25,read,1,2,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,25,retail:25,read,1,3,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. However, she is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) nor is it on her profile. Since our policy only allows refunds to the original payment method or a gift card, the user has requested a human agent to resolve this.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,1,4,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. She is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) and is not on her profile. Since this is against policy, she has requested a human agent.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,2,3,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. However, she is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) nor is it on her profile. Since our policy only allows refunds to the original payment method or a gift card, the user has requested a human agent to resolve this.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,2,4,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return an Electric Kettle and Mechanical Keyboard from order #W5565470. She is requesting the refund be sent to an Amex credit card, which is not the original payment method (PayPal) and is not on her profile. Since this is against policy, she has requested a human agent.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,25,retail:25,read,3,4,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,26,retail:26,single,0,0,False,True,True,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C2_C1,gemma4_31b,retail,26,retail:26,single,1,1,False,True,True,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C2_C1,gemma4_31b,retail,26,retail:26,single,2,2,False,True,True,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C2_C1,gemma4_31b,retail,26,retail:26,single,3,3,False,True,True,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C2_C1,gemma4_31b,retail,26,retail:26,single,4,4,False,True,True,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C1_C1,gemma4_31b,retail,26,retail:26,single,0,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,0,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,0,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,26,retail:26,single,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,3,retail:3,single,0,0,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C2_C1,gemma4_31b,retail,3,retail:3,single,1,1,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C2_C1,gemma4_31b,retail,3,retail:3,single,2,2,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C2_C1,gemma4_31b,retail,3,retail:3,single,3,3,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C2_C1,gemma4_31b,retail,3,retail:3,single,4,4,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,3,retail:3,single,0,1,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,3,retail:3,single,0,2,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,3,retail:3,single,0,3,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,3,retail:3,single,0,4,False,True,False,9.0,0.9,modify_pending_order_items,<END>,"{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,1
C1_C1,gemma4_31b,retail,3,retail:3,single,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,3,retail:3,single,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,3,retail:3,single,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,3,retail:3,single,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,3,retail:3,single,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,3,retail:3,single,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,30,retail:30,compound,0,0,False,False,False,7.0,0.5,get_item_details,get_product_details,"{""item_id"":""3788616824""}","{""product_id"":""8024098596""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.5714285714285714,0.0714285714285714,2
C2_C1,gemma4_31b,retail,30,retail:30,compound,1,1,False,True,False,10.0,0.7142857142857143,get_order_details,get_user_details,"{""order_id"":""#W9373487""}","{""user_id"":""olivia_lopez_3865""}",recovery_retry,recovery_retry,recovery_retry -> recovery_retry,False,,True,late,True,0.7857142857142857,0.0714285714285714,3
C2_C1,gemma4_31b,retail,30,retail:30,compound,2,2,False,True,False,10.0,0.7142857142857143,get_order_details,get_user_details,"{""order_id"":""#W9373487""}","{""user_id"":""olivia_lopez_3865""}",recovery_retry,recovery_retry,recovery_retry -> recovery_retry,False,,True,late,True,0.7857142857142857,0.0714285714285714,3
C2_C1,gemma4_31b,retail,30,retail:30,compound,3,3,False,True,False,10.0,0.7142857142857143,get_order_details,get_user_details,"{""order_id"":""#W9373487""}","{""user_id"":""olivia_lopez_3865""}",recovery_retry,recovery_retry,recovery_retry -> recovery_retry,False,,True,late,True,0.7857142857142857,0.0714285714285714,3
C2_C1,gemma4_31b,retail,30,retail:30,compound,4,4,False,True,False,10.0,0.7142857142857143,get_order_details,get_user_details,"{""order_id"":""#W9373487""}","{""user_id"":""olivia_lopez_3865""}",recovery_retry,recovery_retry,recovery_retry -> recovery_retry,False,,True,late,True,0.7857142857142857,0.0714285714285714,3
C1_C1,gemma4_31b,retail,30,retail:30,compound,0,1,False,False,False,7.0,0.5,get_product_details,get_item_details,"{""product_id"":""8024098596""}","{""item_id"":""3788616824""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.5714285714285714,0.0714285714285714,4
C1_C1,gemma4_31b,retail,30,retail:30,compound,0,2,False,False,False,7.0,0.5,get_product_details,get_item_details,"{""product_id"":""8024098596""}","{""item_id"":""3788616824""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.5714285714285714,0.0714285714285714,4
C1_C1,gemma4_31b,retail,30,retail:30,compound,0,3,False,False,False,7.0,0.5,get_product_details,get_item_details,"{""product_id"":""8024098596""}","{""item_id"":""3788616824""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.5714285714285714,0.0714285714285714,4
C1_C1,gemma4_31b,retail,30,retail:30,compound,0,4,False,False,False,7.0,0.5,get_product_details,get_item_details,"{""product_id"":""8024098596""}","{""item_id"":""3788616824""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.5714285714285714,0.0714285714285714,4
C1_C1,gemma4_31b,retail,30,retail:30,compound,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gemma4_31b,retail,30,retail:30,compound,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gemma4_31b,retail,30,retail:30,compound,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gemma4_31b,retail,30,retail:30,compound,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gemma4_31b,retail,30,retail:30,compound,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gemma4_31b,retail,30,retail:30,compound,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C2_C1,gemma4_31b,retail,31,retail:31,compound,0,0,False,True,True,7.0,0.875,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,late,False,,1.0,1
C2_C1,gemma4_31b,retail,31,retail:31,compound,1,1,False,True,False,7.0,0.7777777777777778,return_delivered_order_items,transfer_to_human_agents,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""summary"":""The user, Olivia Lopez, lost a tablet from order #W2692684 and is requesting a refund or a way to reorder it. Since the item is lost and cannot be returned, this falls outside the standard return policy.""}",write_mutation,communication_only,write_mutation -> communication_only,False,,False,late,False,,1.0,2
C2_C1,gemma4_31b,retail,31,retail:31,compound,2,2,False,True,False,7.0,0.7777777777777778,return_delivered_order_items,transfer_to_human_agents,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""summary"":""The user, Olivia Lopez, lost a tablet from order #W2692684 and is requesting a refund or a way to reorder it. Since the item is lost and cannot be returned, this falls outside the standard return policy.""}",write_mutation,communication_only,write_mutation -> communication_only,False,,False,late,False,,1.0,2
C2_C1,gemma4_31b,retail,31,retail:31,compound,3,3,False,True,False,7.0,0.7777777777777778,return_delivered_order_items,transfer_to_human_agents,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",write_mutation,communication_only,write_mutation -> communication_only,False,,False,late,False,,1.0,2
C2_C1,gemma4_31b,retail,31,retail:31,compound,4,4,False,True,False,7.0,0.7777777777777778,return_delivered_order_items,transfer_to_human_agents,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",write_mutation,communication_only,write_mutation -> communication_only,False,,False,late,False,,1.0,2
C1_C1,gemma4_31b,retail,31,retail:31,compound,0,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,0,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,0,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,31,retail:31,compound,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,32,retail:32,compound,0,0,False,True,False,7.0,0.4375,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,middle,False,,1.0,9
C2_C1,gemma4_31b,retail,32,retail:32,compound,1,1,False,True,False,7.0,0.4375,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,middle,False,,1.0,9
C2_C1,gemma4_31b,retail,32,retail:32,compound,2,2,False,True,False,7.0,0.4375,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,middle,False,,1.0,9
C2_C1,gemma4_31b,retail,32,retail:32,compound,3,3,False,True,False,7.0,0.4375,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,middle,False,,1.0,9
C2_C1,gemma4_31b,retail,32,retail:32,compound,4,4,False,True,False,7.0,0.4375,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez (olivia_lopez_3865) lost a delivered tablet from order #W2692684 and is requesting a refund or a way to reorder it.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,middle,False,,1.0,9
C1_C1,gemma4_31b,retail,32,retail:32,compound,0,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,0,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,0,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,32,retail:32,compound,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,49,retail:49,single,0,0,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,49,retail:49,single,1,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,49,retail:49,single,2,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,49,retail:49,single,3,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,49,retail:49,single,4,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,0,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,0,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,0,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,1,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,2,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gemma4_31b,retail,49,retail:49,single,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gemma4_31b,retail,54,retail:54,compound,0,0,False,True,True,11.0,0.8461538461538461,get_order_details,get_product_details,"{""order_id"":""#W4738292""}","{""product_id"":""7363354090""}",recovery_retry,post_write_verification,recovery_retry -> post_write_verification,False,,True,late,False,,1.0,1
C2_C1,gemma4_31b,retail,54,retail:54,compound,1,1,False,True,True,11.0,0.8461538461538461,get_order_details,get_product_details,"{""order_id"":""#W7773202""}","{""product_id"":""7363354090""}",recovery_retry,post_write_verification,recovery_retry -> post_write_verification,False,,True,late,False,,1.0,1
C2_C1,gemma4_31b,retail,54,retail:54,compound,2,2,False,True,False,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C2_C1,gemma4_31b,retail,54,retail:54,compound,3,3,False,True,True,11.0,0.8461538461538461,get_order_details,get_product_details,"{""order_id"":""#W4738292""}","{""product_id"":""7363354090""}",recovery_retry,post_write_verification,recovery_retry -> post_write_verification,False,,True,late,False,,1.0,1
C2_C1,gemma4_31b,retail,54,retail:54,compound,4,4,False,True,True,11.0,0.8461538461538461,get_order_details,get_product_details,"{""order_id"":""#W4738292""}","{""product_id"":""7363354090""}",recovery_retry,post_write_verification,recovery_retry -> post_write_verification,False,,True,late,False,,1.0,1
C1_C1,gemma4_31b,retail,54,retail:54,compound,0,1,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
