pair_type,model,domain,task_id,task_cluster,task_family,both_success,same_final_state,tool_name,field,value_a,value_b,category,opcode
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK"",""price"":364},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO"",""price"":248},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA"",""price"":259}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1960-11-26"",""first_name"":""Mohamed"",""last_name"":""Silva""}],""payment_methods"":[{""amount"":500,""payment_id"":""certificate_3765853""},{""amount"":198,""payment_id"":""gift_card_8020792""},{""amount"":129,""payment_id"":""gift_card_6136092""},{""amount"":44,""payment_id"":""credit_card_2198526""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK"",""price"":364},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO"",""price"":248},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA"",""price"":259}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1986-09-12"",""first_name"":""Raj"",""last_name"":""Sanchez""}],""payment_methods"":[{""amount"":250,""payment_id"":""certificate_9984806""},{""amount"":621,""payment_id"":""credit_card_2198526""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK"",""price"":364},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO"",""price"":248},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA"",""price"":259}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1980-03-27"",""first_name"":""Liam"",""last_name"":""Wilson""}],""payment_methods"":[{""amount"":250,""payment_id"":""certificate_2765295""},{""amount"":621,""payment_id"":""credit_card_2198526""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_onestop_flight,<CALL>,<MISSING>,"search_onestop_flight|{""date"":""2024-05-28"",""destination"":""JFK"",""origin"":""SFO""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK""},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO""},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA""}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1960-11-26"",""first_name"":""Mohamed"",""last_name"":""Silva""}],""payment_methods"":[{""amount"":500.0,""id"":""certificate_3765853"",""type"":""certificate""},{""amount"":198.0,""id"":""gift_card_8020792"",""type"":""gift_card""},{""amount"":129.0,""id"":""gift_card_6136092"",""type"":""gift_card""},{""amount"":44.0,""id"":""credit_card_5843230"",""type"":""credit_card""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK""},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO""},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA""}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1960-11-26"",""first_name"":""Mohamed"",""last_name"":""Silva""}],""payment_methods"":[{""amount"":500.0,""payment_id"":""certificate_3765853""},{""amount"":198.0,""payment_id"":""gift_card_8020792""},{""amount"":129.0,""payment_id"":""gift_card_6136092""},{""amount"":44.0,""payment_id"":""credit_card_5843230""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK""},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO""},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA""}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1986-09-12"",""first_name"":""Raj"",""last_name"":""Sanchez""}],""payment_methods"":[{""amount"":250.0,""payment_id"":""certificate_9984806""},{""amount"":621.0,""payment_id"":""credit_card_5843230""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""business"",""destination"":""SFO"",""flight_type"":""round_trip"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK""},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO""},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA""}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""JFK"",""passengers"":[{""dob"":""1980-03-27"",""first_name"":""Liam"",""last_name"":""Wilson""}],""payment_methods"":[{""amount"":250.0,""payment_id"":""certificate_2765295""},{""amount"":621.0,""payment_id"":""credit_card_5843230""}],""total_baggages"":0,""user_id"":""mohamed_silva_9265""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""business"",""flights"":[{""date"":""2024-05-26"",""destination"":""SFO"",""flight_number"":""HAT023"",""origin"":""JFK"",""price"":364},{""date"":""2024-05-28"",""destination"":""SEA"",""flight_number"":""HAT204"",""origin"":""SFO"",""price"":248},{""date"":""2024-05-28"",""destination"":""JFK"",""flight_number"":""HAT100"",""origin"":""SEA"",""price"":259}],""payment_id"":""certificate_3765853"",""reservation_id"":""K1NW8N""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,cancel_reservation,<CALL>,<MISSING>,"cancel_reservation|{""reservation_id"":""K1NW8N""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""JFK""","""SEA""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,get_reservation_details,reservation_id,"""92837465""","""9283746""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,get_reservation_details,reservation_id,"""92837465""","""K1NW8N""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,get_reservation_details,<CALL>,"get_reservation_details|{""reservation_id"":""K1NW8N""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-26"",""destination"":""SFO"",""origin"":""JFK""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,date,"""2024-05-26""","""2024-05-28""",date/time,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""SFO""","""JFK""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,origin,"""JFK""","""SFO""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""JFK""","""SEA""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,passengers,"[{""dob"": ""1960-11-26"", ""first_name"": ""Mohamed"", ""last_name"": ""Silva""}, {""dob"": ""1986-09-12"", ""first_name"": ""Raj"", ""last_name"": ""Sanchez""}, {""dob"": ""1980-03-27"", ""first_name"": ""Liam"", ""last_name"": ""Wilson""}]","[{""dob"": ""1960-11-26"", ""first_name"": ""Mohamed"", ""last_name"": ""Silva""}]",entity identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,payment_methods,"[{""amount"": 500, ""payment_id"": ""certificate_3765853""}, {""amount"": 198, ""payment_id"": ""gift_card_8020792""}, {""amount"": 129, ""payment_id"": ""gift_card_6136092""}, {""amount"": 44, ""payment_id"": ""credit_card_5843230""}]","[{""amount"": 500, ""payment_id"": ""certificate_3765853""}, {""amount"": 198, ""payment_id"": ""gift_card_8020792""}, {""amount"": 129, ""payment_id"": ""gift_card_6136092""}, {""amount"": 44, ""payment_id"": ""credit_card_2198526""}]",write value,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,passengers,"[{""dob"": ""1960-11-26"", ""first_name"": ""Mohamed"", ""last_name"": ""Silva""}, {""dob"": ""1986-09-12"", ""first_name"": ""Raj"", ""last_name"": ""Sanchez""}, {""dob"": ""1980-03-27"", ""first_name"": ""Liam"", ""last_name"": ""Wilson""}]","[{""dob"": ""1986-09-12"", ""first_name"": ""Raj"", ""last_name"": ""Sanchez""}]",entity identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,book_reservation,payment_methods,"[{""amount"": 500, ""payment_id"": ""certificate_3765853""}, {""amount"": 198, ""payment_id"": ""gift_card_8020792""}, {""amount"": 129, ""payment_id"": ""gift_card_6136092""}, {""amount"": 1786, ""payment_id"": ""credit_card_5843230""}]","[{""amount"": 250, ""payment_id"": ""certificate_9984806""}, {""amount"": 621, ""payment_id"": ""credit_card_2198526""}]",write value,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,True,get_reservation_details,reservation_id,"""92837465""","""9283746""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,True,search_direct_flight,destination,"""SEA""","""JFK""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""SEA""","""JFK""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""SEA""","""JFK""",source/destination,aligned_tool
C1_C1,gpt_oss_120b,airline,23,airline:23,compound,False,False,search_direct_flight,destination,"""JFK""","""SEA""",source/destination,aligned_tool
C2_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,update_reservation_flights,<CALL>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-19"",""destination"":""IAH"",""flight_number"":""HAT266"",""origin"":""LAS"",""price"":146},{""date"":""2024-05-27"",""destination"":""LAS"",""flight_number"":""HAT112"",""origin"":""IAH"",""price"":184}],""payment_id"":""gift_card_5634230"",""reservation_id"":""1N99U6""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,get_user_details,<CALL>,<MISSING>,"get_user_details|{""user_id"":""james_taylor_7043""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,get_user_details,<CALL>,"get_user_details|{""user_id"":""james_taylor_7043""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-27"",""destination"":""LAS"",""origin"":""IAH""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-19"",""destination"":""IAH"",""flight_number"":""HAT266"",""origin"":""LAS""},{""date"":""2024-05-27"",""destination"":""LAS"",""flight_number"":""HAT112"",""origin"":""IAH""}],""payment_id"":""gift_card_5634230"",""reservation_id"":""1N99U6""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,search_direct_flight,<CALL>,"search_direct_flight|{""date"":""2024-05-27"",""destination"":""LAS"",""origin"":""IAH""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,30,airline:30,single,False,False,get_user_details,<CALL>,<MISSING>,"get_user_details|{""user_id"":""james_taylor_7043""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,get_reservation_details,reservation_id,"""OWZ4XL""","""6X92M7""",order/reservation identifier,aligned_tool
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User Ivan Rossi (user ID ivan_rossi_8555) wants to modify a basic economy one-way reservation OWZ4XL from EWR on May 21 to return home sooner due to mother's illness. Policy states basic economy flights cannot be modified.""","""User Ivan Rossi (user_id ivan_rossi_8555) wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX on 2024-05-21) to get home sooner due to a sick mother. Basic economy flights cannot be modified per policy, and cancellation is not permitted under current conditions.""",unknown,aligned_tool
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""EWR""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""economy"",""destination"":""LAX"",""flight_type"":""one_way"",""flights"":[{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT041"",""origin"":""EWR"",""price"":136}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""EWR"",""passengers"":[{""dob"":""1954-01-14"",""first_name"":""Ivan"",""last_name"":""Rossi""}],""payment_methods"":[{""payment_id"":""credit_card_9659780"",""type"":""credit_card""}],""total_baggages"":0,""user_id"":""ivan_rossi_8555""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,book_reservation,<CALL>,"book_reservation|{""cabin"":""economy"",""destination"":""LAX"",""flight_type"":""one_way"",""flights"":[{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT041"",""origin"":""EWR"",""price"":136}],""insurance"":""no"",""nonfree_baggages"":0,""origin"":""EWR"",""passengers"":[{""dob"":""1954-01-14"",""first_name"":""Ivan"",""last_name"":""Rossi""}],""payment_methods"":[{""amount"":136,""payment_id"":""credit_card_9659780""}],""total_baggages"":0,""user_id"":""ivan_rossi_8555""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,transfer_to_human_agents,<CALL>,<MISSING>,"transfer_to_human_agents|{""summary"":""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (ID OWZ4XL) to a nonstop flight on the same day. Basic economy reservations cannot be modified per policy.""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,transfer_to_human_agents,<CALL>,"transfer_to_human_agents|{""summary"":""User ivan_rossi_8555 wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX via MIA on 2024-05-21) to an earlier flight due to mother's illness. Basic economy cannot be modified, and cancellation conditions are not met. Need human assistance.""}",<MISSING>,extra argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""MIA"",""origin"":""EWR""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""MIA""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_9823297"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_7344518"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""credit_card_9659780"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""EWR""}",missing argument,replace
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User ivan_rossi_8555 wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX via MIA on 2024-05-21) to an earlier flight due to mother's illness. Basic economy cannot be modified, and cancellation conditions are not met. Need human assistance.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (OWZ4XL) from a connecting flight (EWR-MIA-LAX) on 2024-05-21 to a nonstop flight on the same day. Basic economy flights cannot be modified per policy, and cancellation is not permitted under the rules. Need human assistance.""",unknown,aligned_tool
C2_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User ivan_rossi_8555 wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX via MIA on 2024-05-21) to an earlier flight due to mother's illness. Basic economy cannot be modified, and cancellation conditions are not met. Need human assistance.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (OWZ4XL) from a connecting flight (EWR-MIA-LAX) on 2024-05-21 to a nonstop flight on the same day. Basic economy flights cannot be modified per policy, and cancellation is not permitted under the rules. Need human assistance.""",unknown,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,get_reservation_details,reservation_id,"""6X92M7""","""OWZ4XL""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User Ivan Rossi (user_id ivan_rossi_8555) wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX on 2024-05-21) to get home sooner due to a sick mother. Basic economy flights cannot be modified per policy, and cancellation is not permitted under current conditions.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (ID OWZ4XL) to a nonstop flight on the same day. Basic economy reservations cannot be modified per policy.""",unknown,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,get_reservation_details,reservation_id,"""6X92M7""","""OWZ4XL""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,get_reservation_details,<CALL>,"get_reservation_details|{""reservation_id"":""OWZ4XL""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,transfer_to_human_agents,<CALL>,"transfer_to_human_agents|{""summary"":""User Ivan Rossi (user_id ivan_rossi_8555) wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX on 2024-05-21) to get home sooner due to a sick mother. Basic economy flights cannot be modified per policy, and cancellation is not permitted under current conditions.""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""MIA"",""origin"":""EWR""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""MIA""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_9823297"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_7344518"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""credit_card_9659780"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""EWR""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,get_reservation_details,reservation_id,"""6X92M7""","""OWZ4XL""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User Ivan Rossi (user_id ivan_rossi_8555) wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX on 2024-05-21) to get home sooner due to a sick mother. Basic economy flights cannot be modified per policy, and cancellation is not permitted under current conditions.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (OWZ4XL) from a connecting flight (EWR-MIA-LAX) on 2024-05-21 to a nonstop flight on the same day. Basic economy flights cannot be modified per policy, and cancellation is not permitted under the rules. Need human assistance.""",unknown,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,get_reservation_details,reservation_id,"""6X92M7""","""OWZ4XL""",order/reservation identifier,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User Ivan Rossi (user_id ivan_rossi_8555) wants to change a basic economy one-way reservation OWZ4XL (EWR to LAX on 2024-05-21) to get home sooner due to a sick mother. Basic economy flights cannot be modified per policy, and cancellation is not permitted under current conditions.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (OWZ4XL) from a connecting flight (EWR-MIA-LAX) on 2024-05-21 to a nonstop flight on the same day. Basic economy flights cannot be modified per policy, and cancellation is not permitted under the rules. Need human assistance.""",unknown,aligned_tool
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,transfer_to_human_agents,<CALL>,"transfer_to_human_agents|{""summary"":""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (ID OWZ4XL) to a nonstop flight on the same day. Basic economy reservations cannot be modified per policy.""}",<MISSING>,extra argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""MIA"",""origin"":""EWR""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""MIA""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_9823297"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""gift_card_7344518"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,update_reservation_flights,<CALL>,<MISSING>,"update_reservation_flights|{""cabin"":""economy"",""flights"":[{""date"":""2024-05-21"",""destination"":""MIA"",""flight_number"":""HAT202"",""origin"":""EWR""},{""date"":""2024-05-21"",""destination"":""LAX"",""flight_number"":""HAT232"",""origin"":""MIA""}],""payment_id"":""credit_card_9659780"",""reservation_id"":""OWZ4XL""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,False,search_direct_flight,<CALL>,<MISSING>,"search_direct_flight|{""date"":""2024-05-21"",""destination"":""LAX"",""origin"":""EWR""}",missing argument,replace
C1_C1,gpt_oss_120b,airline,32,airline:32,compound,False,True,transfer_to_human_agents,summary,"""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (ID OWZ4XL) to a nonstop flight on the same day. Basic economy reservations cannot be modified per policy.""","""User Ivan Rossi (user ID ivan_rossi_8555) wants to change a basic economy reservation (OWZ4XL) from a connecting flight (EWR-MIA-LAX) on 2024-05-21 to a nonstop flight on the same day. Basic economy flights cannot be modified per policy, and cancellation is not permitted under the rules. Need human assistance.""",unknown,aligned_tool
