file_id,relative_path,file_name,extension,size,modified_time,experiment_family,likely_role,contains_raw_episode_data,contains_summary_statistics,contains_analysis_code,contains_figures,contains_attack_results,notes
7980,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_hotel_06_unauthorized_cancel__frustration_pressure__seed301__r7c.trace.json,mistral_small_3p2__r6_hotel_06_unauthorized_cancel__frustration_pressure__seed301__r7c.trace.json,.json,9059,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7981,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_airline_039_candidate__matched_presence_pressure__seed302__r7c.trace.json,mistral_small_3p2__r7c_airline_039_candidate__matched_presence_pressure__seed302__r7c.trace.json,.json,11538,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7982,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_retail_01_order_options__neutral_control__seed302__r7c.trace.json,gpt_oss_120b__r6_retail_01_order_options__neutral_control__seed302__r7c.trace.json,.json,9385,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
7983,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_026_candidate__frustration_pressure__seed300__r7c.trace.json,gpt_oss_120b__r7c_retail_026_candidate__frustration_pressure__seed300__r7c.trace.json,.json,14084,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7984,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_workspace_03_project_status__neutral_control__seed301__r7c.trace.json,gpt_oss_120b__r6_workspace_03_project_status__neutral_control__seed301__r7c.trace.json,.json,9688,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
7985,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_063_candidate__matched_presence_pressure__seed300__r7c.trace.json,mistral_small_3p2__r7c_retail_063_candidate__matched_presence_pressure__seed300__r7c.trace.json,.json,11483,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7986,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_calendar_02_event_summary__neutral_control__seed301__r7c.trace.json,gpt_oss_120b__r6_calendar_02_event_summary__neutral_control__seed301__r7c.trace.json,.json,9148,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
7987,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_airline_03_bag_change__smooth_process_pressure__seed302__r7c.trace.json,mistral_small_3p2__r6_airline_03_bag_change__smooth_process_pressure__seed302__r7c.trace.json,.json,14154,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7988,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_workspace_04_create_followup__smooth_process_pressure__seed300__r7c.trace.json,mistral_small_3p2__r6_workspace_04_create_followup__smooth_process_pressure__seed300__r7c.trace.json,.json,9854,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7989,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_042_candidate__neutral_control__seed300__r7c.trace.json,gpt_oss_120b__r7c_retail_042_candidate__neutral_control__seed300__r7c.trace.json,.json,13693,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
7990,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_file_03_private_export_boundary__frustration_pressure__seed300__r7c.trace.json,mistral_small_3p2__r6_file_03_private_export_boundary__frustration_pressure__seed300__r7c.trace.json,.json,9759,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7991,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_file_04_delete_boundary__frustration_pressure__seed302__r7c.trace.json,mistral_small_3p2__r6_file_04_delete_boundary__frustration_pressure__seed302__r7c.trace.json,.json,9053,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7992,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_030_candidate__urgency_pressure__seed301__r7c.trace.json,gpt_oss_120b__r7c_retail_030_candidate__urgency_pressure__seed301__r7c.trace.json,.json,14381,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7993,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_016_candidate__matched_presence_pressure__seed302__r7c.trace.json,mistral_small_3p2__r7c_retail_016_candidate__matched_presence_pressure__seed302__r7c.trace.json,.json,16447,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7994,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_airline_03_bag_change__frustration_pressure__seed301__r7c.trace.json,gemma4_31b__r6_airline_03_bag_change__frustration_pressure__seed301__r7c.trace.json,.json,15883,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7995,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_retail_08_prohibited_cancel_boundary__frustration_pressure__seed301__r7c.trace.json,gpt_oss_120b__r6_retail_08_prohibited_cancel_boundary__frustration_pressure__seed301__r7c.trace.json,.json,10379,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7996,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_035_candidate__confidence_without_delegation__seed300__r7c.trace.json,mistral_small_3p2__r7c_retail_035_candidate__confidence_without_delegation__seed300__r7c.trace.json,.json,17319,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
7997,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_031_candidate__matched_presence_pressure__seed300__r7c.trace.json,gemma4_31b__r7c_retail_031_candidate__matched_presence_pressure__seed300__r7c.trace.json,.json,12019,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7998,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_055_candidate__smooth_process_pressure__seed300__r7c.trace.json,gemma4_31b__r7c_retail_055_candidate__smooth_process_pressure__seed300__r7c.trace.json,.json,18236,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
7999,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_workspace_04_create_followup__smooth_process_pressure__seed301__r7c.trace.json,mistral_small_3p2__r6_workspace_04_create_followup__smooth_process_pressure__seed301__r7c.trace.json,.json,22758,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8000,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_049_candidate__matched_presence_pressure__seed302__r7c.trace.json,mistral_small_3p2__r7c_retail_049_candidate__matched_presence_pressure__seed302__r7c.trace.json,.json,18402,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8001,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_email_01_search_summary__matched_presence_pressure__seed300__r7c.trace.json,gemma4_31b__r6_email_01_search_summary__matched_presence_pressure__seed300__r7c.trace.json,.json,14850,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8002,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_airline_05_identity_boundary__urgency_pressure__seed300__r7c.trace.json,gpt_oss_120b__r6_airline_05_identity_boundary__urgency_pressure__seed300__r7c.trace.json,.json,9517,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8003,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_004_candidate__neutral_control__seed302__r7c.trace.json,mistral_small_3p2__r7c_retail_004_candidate__neutral_control__seed302__r7c.trace.json,.json,20816,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8004,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_hotel_02_amenity_lookup__matched_presence_pressure__seed302__r7c.trace.json,mistral_small_3p2__r6_hotel_02_amenity_lookup__matched_presence_pressure__seed302__r7c.trace.json,.json,9207,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8005,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_004_candidate__confidence_without_delegation__seed302__r7c.trace.json,gpt_oss_120b__r7c_retail_004_candidate__confidence_without_delegation__seed302__r7c.trace.json,.json,13538,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8006,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_035_candidate__neutral_control__seed302__r7c.trace.json,gemma4_31b__r7c_retail_035_candidate__neutral_control__seed302__r7c.trace.json,.json,27861,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8007,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_retail_03_return_confirmed__smooth_process_pressure__seed301__r7c.trace.json,gemma4_31b__r6_retail_03_return_confirmed__smooth_process_pressure__seed301__r7c.trace.json,.json,9626,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8008,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_travel_01_flight_status__smooth_process_pressure__seed300__r7c.trace.json,gpt_oss_120b__r6_travel_01_flight_status__smooth_process_pressure__seed300__r7c.trace.json,.json,9722,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8009,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_hotel_04_booking_modify__smooth_process_pressure__seed300__r7c.trace.json,gpt_oss_120b__r6_hotel_04_booking_modify__smooth_process_pressure__seed300__r7c.trace.json,.json,10540,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8010,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_hotel_04_booking_modify__smooth_process_pressure__seed301__r7c.trace.json,gemma4_31b__r6_hotel_04_booking_modify__smooth_process_pressure__seed301__r7c.trace.json,.json,10528,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8011,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_retail_02_refund_estimate__urgency_pressure__seed301__r7c.trace.json,mistral_small_3p2__r6_retail_02_refund_estimate__urgency_pressure__seed301__r7c.trace.json,.json,8871,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8012,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_file_01_locate_checksum__smooth_process_pressure__seed300__r7c.trace.json,gpt_oss_120b__r6_file_01_locate_checksum__smooth_process_pressure__seed300__r7c.trace.json,.json,32866,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8013,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_retail_06_pending_item_change__matched_presence_pressure__seed300__r7c.trace.json,mistral_small_3p2__r6_retail_06_pending_item_change__matched_presence_pressure__seed300__r7c.trace.json,.json,9975,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8014,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_035_candidate__urgency_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_035_candidate__urgency_pressure__seed301__r7c.trace.json,.json,19293,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8015,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_hotel_06_unauthorized_cancel__frustration_pressure__seed302__r7c.trace.json,mistral_small_3p2__r6_hotel_06_unauthorized_cancel__frustration_pressure__seed302__r7c.trace.json,.json,8910,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8016,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_030_candidate__smooth_process_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_030_candidate__smooth_process_pressure__seed301__r7c.trace.json,.json,12293,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8017,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_055_candidate__confidence_without_delegation__seed300__r7c.trace.json,mistral_small_3p2__r7c_retail_055_candidate__confidence_without_delegation__seed300__r7c.trace.json,.json,19925,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8018,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_026_candidate__frustration_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_026_candidate__frustration_pressure__seed301__r7c.trace.json,.json,18364,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8019,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_055_candidate__matched_presence_pressure__seed300__r7c.trace.json,gemma4_31b__r7c_retail_055_candidate__matched_presence_pressure__seed300__r7c.trace.json,.json,16172,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8020,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_airline_039_candidate__neutral_control__seed300__r7c.trace.json,gpt_oss_120b__r7c_airline_039_candidate__neutral_control__seed300__r7c.trace.json,.json,28211,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8021,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_retail_06_pending_item_change__confidence_without_delegation__seed300__r7c.trace.json,gpt_oss_120b__r6_retail_06_pending_item_change__confidence_without_delegation__seed300__r7c.trace.json,.json,10207,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8022,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_055_candidate__confidence_without_delegation__seed301__r7c.trace.json,gemma4_31b__r7c_retail_055_candidate__confidence_without_delegation__seed301__r7c.trace.json,.json,16188,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8023,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_airline_044_candidate__confidence_without_delegation__seed300__r7c.trace.json,gemma4_31b__r7c_airline_044_candidate__confidence_without_delegation__seed300__r7c.trace.json,.json,20311,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8024,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_retail_08_prohibited_cancel_boundary__matched_presence_pressure__seed300__r7c.trace.json,gemma4_31b__r6_retail_08_prohibited_cancel_boundary__matched_presence_pressure__seed300__r7c.trace.json,.json,9375,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8025,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_message_02_send_confirmed__confidence_without_delegation__seed302__r7c.trace.json,mistral_small_3p2__r6_message_02_send_confirmed__confidence_without_delegation__seed302__r7c.trace.json,.json,12633,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8026,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_retail_04_exchange_confirmed__frustration_pressure__seed300__r7c.trace.json,gemma4_31b__r6_retail_04_exchange_confirmed__frustration_pressure__seed300__r7c.trace.json,.json,10365,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8027,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_airline_039_candidate__urgency_pressure__seed302__r7c.trace.json,gemma4_31b__r7c_airline_039_candidate__urgency_pressure__seed302__r7c.trace.json,.json,11093,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8028,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_016_candidate__confidence_without_delegation__seed302__r7c.trace.json,gemma4_31b__r7c_retail_016_candidate__confidence_without_delegation__seed302__r7c.trace.json,.json,18321,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8029,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_file_03_private_export_boundary__smooth_process_pressure__seed300__r7c.trace.json,gpt_oss_120b__r6_file_03_private_export_boundary__smooth_process_pressure__seed300__r7c.trace.json,.json,9158,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8030,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_email_02_draft_reply__confidence_without_delegation__seed302__r7c.trace.json,mistral_small_3p2__r6_email_02_draft_reply__confidence_without_delegation__seed302__r7c.trace.json,.json,9400,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8031,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_file_03_private_export_boundary__frustration_pressure__seed302__r7c.trace.json,gemma4_31b__r6_file_03_private_export_boundary__frustration_pressure__seed302__r7c.trace.json,.json,9141,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8032,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_airline_03_bag_change__neutral_control__seed302__r7c.trace.json,gpt_oss_120b__r6_airline_03_bag_change__neutral_control__seed302__r7c.trace.json,.json,17644,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8033,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_message_02_send_confirmed__confidence_without_delegation__seed301__r7c.trace.json,gpt_oss_120b__r6_message_02_send_confirmed__confidence_without_delegation__seed301__r7c.trace.json,.json,10355,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8034,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_004_candidate__matched_presence_pressure__seed300__r7c.trace.json,mistral_small_3p2__r7c_retail_004_candidate__matched_presence_pressure__seed300__r7c.trace.json,.json,15755,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8035,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_049_candidate__frustration_pressure__seed301__r7c.trace.json,gemma4_31b__r7c_retail_049_candidate__frustration_pressure__seed301__r7c.trace.json,.json,18070,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8036,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_retail_03_return_confirmed__frustration_pressure__seed301__r7c.trace.json,gemma4_31b__r6_retail_03_return_confirmed__frustration_pressure__seed301__r7c.trace.json,.json,9688,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8037,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_056_candidate__smooth_process_pressure__seed301__r7c.trace.json,gemma4_31b__r7c_retail_056_candidate__smooth_process_pressure__seed301__r7c.trace.json,.json,20127,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8038,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_054_candidate__matched_presence_pressure__seed302__r7c.trace.json,gemma4_31b__r7c_retail_054_candidate__matched_presence_pressure__seed302__r7c.trace.json,.json,12240,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8039,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_015_candidate__confidence_without_delegation__seed301__r7c.trace.json,gpt_oss_120b__r7c_retail_015_candidate__confidence_without_delegation__seed301__r7c.trace.json,.json,13591,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8040,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_workspace_04_create_followup__neutral_control__seed301__r7c.trace.json,gemma4_31b__r6_workspace_04_create_followup__neutral_control__seed301__r7c.trace.json,.json,9903,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8041,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_file_03_private_export_boundary__confidence_without_delegation__seed301__r7c.trace.json,mistral_small_3p2__r6_file_03_private_export_boundary__confidence_without_delegation__seed301__r7c.trace.json,.json,9792,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8042,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_calendar_02_event_summary__matched_presence_pressure__seed302__r7c.trace.json,gemma4_31b__r6_calendar_02_event_summary__matched_presence_pressure__seed302__r7c.trace.json,.json,8990,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8043,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_airline_039_candidate__frustration_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_airline_039_candidate__frustration_pressure__seed301__r7c.trace.json,.json,33338,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8044,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_airline_05_identity_boundary__smooth_process_pressure__seed301__r7c.trace.json,gpt_oss_120b__r6_airline_05_identity_boundary__smooth_process_pressure__seed301__r7c.trace.json,.json,9357,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8045,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_calendar_01_find_slots__neutral_control__seed301__r7c.trace.json,mistral_small_3p2__r6_calendar_01_find_slots__neutral_control__seed301__r7c.trace.json,.json,10976,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8046,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_retail_06_pending_item_change__confidence_without_delegation__seed302__r7c.trace.json,gpt_oss_120b__r6_retail_06_pending_item_change__confidence_without_delegation__seed302__r7c.trace.json,.json,10340,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8047,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_retail_06_pending_item_change__smooth_process_pressure__seed302__r7c.trace.json,gemma4_31b__r6_retail_06_pending_item_change__smooth_process_pressure__seed302__r7c.trace.json,.json,9875,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8048,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r6_workspace_04_create_followup__neutral_control__seed300__r7c.trace.json,gpt_oss_120b__r6_workspace_04_create_followup__neutral_control__seed300__r7c.trace.json,.json,9931,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8049,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_email_02_draft_reply__matched_presence_pressure__seed300__r7c.trace.json,gemma4_31b__r6_email_02_draft_reply__matched_presence_pressure__seed300__r7c.trace.json,.json,9691,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8050,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_retail_026_candidate__confidence_without_delegation__seed302__r7c.trace.json,gpt_oss_120b__r7c_retail_026_candidate__confidence_without_delegation__seed302__r7c.trace.json,.json,14167,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8051,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_file_01_locate_checksum__smooth_process_pressure__seed301__r7c.trace.json,mistral_small_3p2__r6_file_01_locate_checksum__smooth_process_pressure__seed301__r7c.trace.json,.json,15371,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8052,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_airline_039_candidate__urgency_pressure__seed300__r7c.trace.json,gemma4_31b__r7c_airline_039_candidate__urgency_pressure__seed300__r7c.trace.json,.json,11087,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8053,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_032_candidate__neutral_control__seed300__r7c.trace.json,mistral_small_3p2__r7c_retail_032_candidate__neutral_control__seed300__r7c.trace.json,.json,14075,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8054,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_email_06_password_link_boundary__frustration_pressure__seed300__r7c.trace.json,mistral_small_3p2__r6_email_06_password_link_boundary__frustration_pressure__seed300__r7c.trace.json,.json,9190,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8055,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gpt_oss_120b__r7c_airline_044_candidate__smooth_process_pressure__seed301__r7c.trace.json,gpt_oss_120b__r7c_airline_044_candidate__smooth_process_pressure__seed301__r7c.trace.json,.json,13591,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8056,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_063_candidate__matched_presence_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_063_candidate__matched_presence_pressure__seed301__r7c.trace.json,.json,11517,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8057,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_020_candidate__frustration_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_020_candidate__frustration_pressure__seed301__r7c.trace.json,.json,11272,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8058,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r7c_retail_035_candidate__confidence_without_delegation__seed300__r7c.trace.json,gemma4_31b__r7c_retail_035_candidate__confidence_without_delegation__seed300__r7c.trace.json,.json,30321,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8059,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r7c_retail_030_candidate__urgency_pressure__seed301__r7c.trace.json,mistral_small_3p2__r7c_retail_030_candidate__urgency_pressure__seed301__r7c.trace.json,.json,11720,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8060,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/mistral_small_3p2__r6_hotel_02_amenity_lookup__urgency_pressure__seed302__r7c.trace.json,mistral_small_3p2__r6_hotel_02_amenity_lookup__urgency_pressure__seed302__r7c.trace.json,.json,9289,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
8061,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_calendar_03_reschedule_confirmed__confidence_without_delegation__seed302__r7c.trace.json,gemma4_31b__r6_calendar_03_reschedule_confirmed__confidence_without_delegation__seed302__r7c.trace.json,.json,9993,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,0,
8062,ir_mstu_stage2/results/r7c_ipma/full/live_20260710_000752/traces/gemma4_31b__r6_hotel_06_unauthorized_cancel__smooth_process_pressure__seed300__r7c.trace.json,gemma4_31b__r6_hotel_06_unauthorized_cancel__smooth_process_pressure__seed300__r7c.trace.json,.json,9244,2026-07-09,R7-C,config/frozen/manifest,0,0,0,0,1,
